Store_ID,SKU_ID,STOCK_LEVEL
31257,1331052,92
31257,2047528,17
31257,2047527,67
31257,1711196,49
31257,2132872,45
31257,2132871,7
31257,2132870,79
31257,6011705,21
31257,2021648,39
31257,2021192,41
31257,5021739,21
31257,1711613,74
31257,1331251,69
31257,1191066,38
31257,1191061,53
31257,1331054,68
31257,6012038,38
31257,6012037,91
31257,6012036,7
31257,6012035,35
31257,2047536,51
31257,2103043,25
31257,6072992,60
31257,1191028,92
31257,2054930,28
31257,2054926,75
31257,2054914,8
31257,2054913,27
31257,2054911,92
31257,2054920,94
31257,2054917,62
31257,2054925,69
31257,2047531,9
31257,2047523,86
31257,2047529,76
31257,5022046,14
31257,5022045,25
31257,2052032,50
31257,1331055,71
31257,2021652,89
31257,5061016,59
31257,2023057,60
31257,2049625,34
31257,2049629,37
31257,6074433,96
31257,2023393,28
31257,2023319,35
31257,1331196,6
31257,1331164,56
31257,1331195,64
31257,1331194,8
31257,2042353,48
31257,2042352,65
31257,6073992,4
31257,2097478,16
31257,6074432,3
31257,6074529,1
31257,1331104,4
31257,1331108,9
31257,1331107,54
31257,2098968,53
31257,2052136,16
31257,2056666,65
31257,1472255,55
31257,1471835,53
31257,2047552,76
31257,2047551,87
31257,2047570,98
31257,2089435,89
31257,1072048,25
31257,2056942,58
31257,2056941,98
31257,2056939,52
31257,2056938,41
31257,2056937,72
31257,2056947,23
31257,2056945,38
31257,2056944,2
31257,2056943,28
31257,2056936,59
31257,2056959,29
31257,2048378,83
31257,2047138,37
31257,2056905,30
31257,2056904,43
31257,2056903,5
31257,2056901,94
31257,2056899,0
31257,2056898,48
31257,5021941,44
31257,2052026,53
31257,2052025,27
31257,2056928,91
31257,5031871,62
31257,2135688,39
31257,2135687,88
31257,2135461,58
31257,2023633,24
31257,1331141,32
31257,6012029,61
31257,6012028,37
31257,6012027,99
31257,2056915,34
31257,2056913,83
31257,2056911,95
31257,5022830,48
31257,1472256,34
31257,1471839,75
31257,6012054,69
31257,6012052,17
31257,6041098,71
31257,2056965,49
31257,2054907,49
31257,2125321,18
31257,2103321,39
31257,6031060,59
31257,5022415,68
31257,5506108,33
31257,1331072,58
31257,2052022,72
31257,1331119,97
31257,1331118,39
31257,1331117,46
31257,1331116,39
31257,2014730,58
31257,1331236,12
31257,1331235,88
31257,6031798,50
31257,2132860,96
31257,2132863,15
31257,2132874,53
31257,2132873,40
31257,1331185,1
31257,1331181,62
31257,2011370,43
31257,2059385,25
31257,2056885,31
31257,2056877,72
31257,5021029,6
31257,2021820,94
31257,2021821,75
31257,2047247,79
31257,2047246,20
31257,1711195,94
31257,1331278,49
31257,1331277,21
31257,1331276,73
31257,1331275,38
31257,2056920,47
31257,2056907,89
31257,2056906,65
31257,5022377,1
31257,2114923,67
31257,2114922,54
31257,2114921,42
31257,2103669,25
31257,2103668,97
31257,5021871,21
31257,5021924,94
31257,2064062,61
31257,2053263,53
31257,5021491,19
31257,2135388,51
31257,2014781,52
31257,2089433,33
31257,2059395,27
31257,2059393,45
31257,2059392,77
31257,2018365,77
31257,6031214,74
31257,2053330,40
31257,2053329,22
31257,2079894,72
31257,2065018,12
31257,2065010,41
31257,2059383,35
31257,2064353,31
31257,2064359,54
31257,2064358,75
31257,1191007,10
31257,1191001,37
31257,5031973,48
31257,5031972,42
31257,5031970,25
31257,6012048,90
31257,6012039,62
31257,6012060,67
31257,2055075,38
31257,2064096,2
31257,2064097,41
31257,2064102,90
31257,2064158,49
31257,2021205,28
31257,2021203,98
31257,1072050,89
31257,1072049,94
31257,2093304,6
31257,5021204,65
31257,5021203,72
31257,2069317,26
31257,2069316,96
31257,2043646,13
31257,2086898,61
31257,2076390,11
31257,2069322,58
31257,2103562,37
31257,2021514,92
31257,5505040,32
31257,5505020,50
31257,2138700,62
31257,2087855,59
31257,2073946,83
31257,2057846,73
31257,1271027,6
31257,2098939,94
31257,2042750,12
31257,1901101,47
31257,2086233,52
31257,2086232,52
31257,2086230,17
31257,1331218,65
31257,2098223,32
31257,1071008,62
31257,1071006,68
31257,1071004,32
31257,2072033,87
31257,2053001,31
31257,2095551,71
31257,2095549,35
31257,2070816,43
31257,2072116,18
31257,7031115,61
31257,2094623,9
31257,2069206,80
31257,5022331,46
31257,5022204,45
31257,1471838,50
31257,1471836,70
31257,2112636,84
31257,2112634,19
31257,2112633,45
31257,2112632,5
31257,1331224,68
31257,1331223,45
31257,2052038,46
31257,2055321,85
31257,5021021,49
31257,2024281,77
31257,2023604,42
31257,2062727,43
31257,2062726,22
31257,2062725,81
31257,1331272,87
31257,1331271,97
31257,1331273,86
31257,2114924,10
31257,2112637,65
31257,2112640,4
31257,2112639,85
31257,1331149,75
31257,2075077,81
31257,6074288,11
31257,2076388,93
31257,2076387,60
31257,2094985,43
31257,2094817,5
31257,2094983,29
31257,2094982,63
31257,5022855,11
31257,5021103,59
31257,2011378,23
31257,2011377,38
31257,5021118,12
31257,5021119,35
31257,2141486,75
31257,2128922,8
31257,2128921,14
31257,2128920,60
31257,1331082,8
31257,1331081,42
31257,1331079,86
31257,1331078,57
31257,5022393,43
31257,2085768,32
31257,2085767,78
31257,2085766,13
31257,1271053,90
31257,1271052,10
31257,2107990,73
31257,2107989,29
31257,2107987,39
31257,2094818,70
31257,2094816,16
31257,2094815,58
31257,2064079,70
31257,2073269,33
31257,2042749,66
31257,2094600,12
31257,2094593,21
31257,2094592,54
31257,2049237,64
31257,2049235,69
31257,2049234,71
31257,1473456,91
31257,1473454,64
31257,1473453,96
31257,1473452,19
31257,1473450,34
31257,1473449,86
31257,1473446,52
31257,2054377,12
31257,2047248,33
31257,5022580,59
31257,2056916,28
31257,2052039,0
31257,2103667,99
31257,2103666,84
31257,2055082,37
31257,2064352,87
31257,2064357,84
31257,2064356,91
31257,2064354,57
31257,2121815,47
31257,2104069,8
31257,2063668,18
31257,2063662,93
31257,2069693,72
31257,2069692,79
31257,1061406,47
31257,1061326,96
31257,1271010,63
31257,1271009,55
31257,1271008,80
31257,1271012,85
31257,1271011,64
31257,2042595,21
31257,2042593,58
31257,2073268,23
31257,2073267,43
31257,2073266,74
31257,2072044,17
31257,2072043,61
31257,2072042,98
31257,2073270,23
31257,2041365,55
31257,2022405,65
31257,2022404,30
31257,1521036,40
31257,1521035,42
31257,1521694,42
31257,2094886,50
31257,2094885,1
31257,2107813,81
31257,2094973,55
31257,2094972,82
31257,2021516,60
31257,2057831,14
31257,1271029,49
31257,2054980,2
31257,2054114,82
31257,2065024,97
31257,2094695,43
31257,2094694,67
31257,2144254,76
31257,2079310,89
31257,2044982,4
31257,2094622,65
31257,2070164,10
31257,1331212,90
31257,1331209,60
31257,1331208,83
31257,1331199,57
31257,1331198,43
31257,2096021,81
31257,2096020,97
31257,7031354,39
31257,6041693,9
31257,2096024,99
31257,2096023,26
31257,2096022,71
31257,2094971,97
31257,2094984,34
31257,2012260,95
31257,7031268,28
31257,2057847,0
31257,2075076,92
31257,2075075,82
31257,2075079,94
31257,2011522,35
31257,2055159,67
31257,2049533,3
31257,2069482,56
31257,2069480,67
31257,2069479,11
31257,2069478,50
31257,2069476,6
31257,2069473,97
31257,2069468,7
31257,2056963,32
31257,2102725,4
31257,1061324,36
31257,1061323,65
31257,1061322,82
31257,5506170,88
31257,2145428,11
31257,2145429,90
31257,2145430,91
31257,2141400,15
31257,2119834,20
31257,2136156,50
31257,2044748,21
31257,1521259,50
31257,1521258,72
31257,1521257,83
31257,2144822,11
31257,7031182,49
31257,2070289,88
31257,2070288,83
31257,2070287,71
31257,2070286,25
31257,2055160,3
31257,2056656,13
31257,2056655,65
31257,2056663,16
31257,2056662,81
31257,2056661,84
31257,2133712,48
31257,2094925,43
31257,2094591,41
31257,2086224,20
31257,1521353,77
31257,1521351,22
31257,2076717,34
31257,2079309,1
31257,2072029,80
31257,2072028,11
31257,6074521,95
31257,2065011,3
31257,2065019,71
31257,2093787,87
31257,2077742,49
31257,2077741,25
31257,2092849,26
31257,2092850,60
31257,2082097,24
31257,2069854,84
31257,2064470,71
31257,1271030,16
31257,1271069,34
31257,1271067,68
31257,1271035,34
31257,1271034,27
31257,2144160,21
31257,2131432,97
31257,2144107,21
31257,2143135,17
31257,2142452,50
31257,2142455,31
31257,2142479,32
31257,2140592,89
31257,2143396,62
31257,2143400,86
31257,2141241,87
31257,2144252,50
31257,2140589,1
31257,2137076,72
31257,2145960,98
31257,2145955,85
31257,2145983,55
31257,2094981,55
31257,2094979,22
31257,2094978,84
31257,2094977,21
31257,2094976,17
31257,2094975,33
31257,2094991,53
31257,2094989,28
31257,2094986,71
31257,2094141,72
31257,2094140,76
31257,1951043,7
31257,1951042,80
31257,1522928,44
31257,2136823,98
31257,2145431,69
31257,2142630,15
31257,2144009,88
31257,2143841,80
31257,2147432,82
31257,2129648,82
31257,2139050,37
31257,2144202,75
31257,2141313,89
31257,2056660,36
31257,1271055,9
31257,1271054,8
31257,2143376,49
31257,2142456,70
31257,2143391,34
31257,2143525,41
31257,2141235,45
31257,2144026,69
31257,2142193,40
31257,2141709,89
31257,2141712,34
31257,2141534,65
31257,2143815,68
31257,2143824,61
31257,2143699,35
31257,2124620,22
31257,2141933,80
31257,2143702,28
31257,2141937,52
31257,2123951,45
31257,2133971,16
31257,2096017,95
31257,2144253,1
31257,2142435,75
31257,2142436,31
31257,7031363,83
31257,2018590,55
31257,2018587,35
31257,2022033,61
31257,2141649,13
31257,2133524,87
31257,2140565,46
31257,2134276,80
31257,2144097,31
31257,1271014,62
31257,1271013,27
31257,1951033,59
31257,1951032,98
31257,1951039,0
31257,1951036,12
31257,1951049,91
31257,1951044,47
31257,2139047,45
31257,2133526,99
31257,2142627,47
31257,2142628,38
31257,2142459,10
31257,2142457,82
31257,2133682,37
31257,2128390,93
31257,2142606,60
31257,2142458,25
31257,2142451,7
31257,2142407,60
31257,2145672,7
31257,2140588,55
31257,2142313,79
31257,2144103,65
31257,2144099,80
31257,2086870,55
31257,2086869,19
31257,2086868,57
31257,2144105,77
31257,2066962,72
31257,2070167,94
31257,2070165,71
31257,2144828,30
31257,2145227,50
31257,2143812,50
31257,2143790,47
31257,2143355,13
31257,2143934,72
31257,2141484,44
31257,2143958,72
31257,2143960,95
31257,2070163,37
31257,2070162,46
31257,2143955,8
31257,2143957,50
31257,2142143,14
31257,2138712,6
31257,2143612,55
31257,2141581,94
31257,2143987,22
31257,2144147,31
31257,2144152,1
31257,6073514,1
31257,6073286,60
31257,6072223,96
31257,2021278,42
31257,2021277,82
31257,2076711,78
31257,2141691,56
31257,2126733,76
31257,2143679,33
31257,2143681,38
31257,2143682,49
31257,2143692,38
31257,1271064,13
31257,1271019,95
31257,1271026,7
31257,1271025,16
31257,1271023,68
31257,1271022,42
31257,1271021,50
31257,2144858,36
31257,2141622,61
31257,2129629,77
31257,2139030,72
31257,2138803,66
31257,2143827,24
31257,2141308,56
31257,2139048,80
31257,2140587,41
31257,2143825,25
31257,2143833,92
31257,2143952,52
31257,2141925,77
31257,2141931,81
31257,2094698,43
31257,2094697,44
31257,2094696,75
31257,2140326,92
31257,2140343,4
31257,2140455,46
31257,2125984,40
31257,2144361,58
31257,2144362,31
31257,2143905,23
31257,2143994,96
31257,2143951,9
31257,2138930,44
31257,2143953,93
31257,2145957,5
31257,2141692,70
31257,2094050,29
31257,2141305,40
31257,2141629,15
31257,2143395,39
31257,2143388,65
31257,2143397,54
31257,2143399,49
31257,2143818,68
31257,2138957,94
31257,2143280,93
31257,2066966,57
31257,2066965,11
31257,2066964,77
31257,2075070,88
31257,1951034,31
31257,2141638,82
31257,2143940,93
31257,2138952,13
31257,2141095,5
31257,2131025,99
31257,2136703,53
31257,2141111,57
31257,2136925,92
31257,2136912,95
31257,2136903,46
31257,2129224,26
31257,2146002,93
31257,2143839,55
31257,2146003,1
31257,2145954,93
31257,2145961,35
31257,2143696,84
31257,2143984,32
31257,2143971,64
31257,2142398,72
31257,2137046,39
31257,2094323,14
31257,2079070,3
31257,2123755,98
31257,2123754,19
31257,2127853,28
31257,2127859,83
31257,2127848,63
31257,2127765,13
31257,2141710,0
31257,2124126,56
31257,2142421,6
31257,2081015,47
31257,2073641,9
31257,2073640,94
31257,2141107,31
31257,2140616,31
31257,2138955,86
31257,2126097,19
31257,2142141,6
31257,2141356,75
31257,2056658,20
31257,2056657,47
31257,2143698,2
31257,2143701,92
31257,2141693,13
31257,2011520,47
31257,2145642,69
31257,2145643,6
31257,2145973,85
31257,2145652,4
31257,2143678,57
31257,2137427,76
31257,2139044,36
31257,2138814,69
31257,2141113,11
31257,2143785,58
31257,2145485,69
31257,2147218,76
31257,2143613,15
31257,2142153,61
31257,2143849,69
31257,5022734,73
31257,6073515,95
31257,2136806,56
31257,2127860,21
31257,2141698,24
31257,2141396,86
31257,2140456,87
31257,2139240,12
31257,2139238,42
31257,1522930,58
31257,1522929,10
31257,1522927,81
31257,2075022,75
31257,2075020,86
31257,2075018,68
31257,2075017,66
31257,2075016,0
31257,2075014,28
31257,2143413,77
31257,2133533,63
31257,2133532,73
31257,2133522,37
31257,2133152,58
31257,2133234,70
31257,2138815,8
31257,2138816,69
31257,2140278,6
31257,2132458,62
31257,2135487,44
31257,2138719,85
31257,2127499,0
31257,2144007,18
31257,2144759,49
31257,2138813,29
31257,2133537,99
31257,2131516,41
31257,2131473,89
31257,2139239,35
31257,2143880,66
31257,2143387,4
31257,2143788,59
31257,2143789,19
31257,2145959,24
31257,2070148,53
31257,2070147,95
31257,2070146,89
31257,2141694,31
31257,2143369,77
31257,2143370,28
31257,2143610,26
31257,2143356,11
31257,2144746,27
31257,2143371,52
31257,2142437,23
31257,2142453,47
31257,2142462,46
31257,2142463,61
31257,2133523,26
31257,2144281,17
31257,2143365,76
31257,2143372,84
31257,2143381,7
31257,2133969,71
31257,2143611,9
31257,2144753,54
31257,2144754,15
31257,2140904,22
31257,2139794,65
31257,2139795,21
31257,2139796,35
31257,2142399,70
31257,2143677,59
31257,2144801,48
31257,2143977,7
31257,2136929,19
31257,2136910,70
31257,2136906,29
31257,2141295,82
31257,2140277,84
31257,2133679,39
31257,2133683,68
31257,2142138,67
31257,2143590,4
31257,2143591,95
31257,2144195,97
31257,2142146,85
31257,2141639,27
31257,2140921,61
31257,2141701,92
31257,2141697,83
31257,2130369,11
31257,2069540,62
31257,2141947,24
31257,2143843,98
31257,2143844,96
31257,2133718,47
